😄	:smile:	#happy,#joy,#pleased	smiling_face_with_open_mouth_and_smiling_eyes
😃	:smiley:	#happy,#joy,#haha	smiling_face_with_open_mouth
😀	:grinning:	#smile,#happy	grinning_face
😊	:blush:	#proud	smiling_face_with_smiling_eyes
☺️	:relaxed:	#blush,#pleased	white_smiling_face
😉	:wink:	#flirt	winking_face
😍	:heart_eyes:	#love,#crush	smiling_face_with_heart-shaped_eyes
😘	:kissing_heart:	#flirt	face_throwing_a_kiss
😚	:kissing_closed_eyes:	-	kissing_face_with_closed_eyes
😗	:kissing:	-	kissing_face
😙	:kissing_smiling_eyes:	-	kissing_face_with_smiling_eyes
😜	:stuck_out_tongue_winking_eye:	#prank,#silly	face_with_stuck-out_tongue_and_winking_eye
😝	:stuck_out_tongue_closed_eyes:	#prank	face_with_stuck-out_tongue_and_tightly-closed_eyes
😛	:stuck_out_tongue:	-	face_with_stuck-out_tongue
😳	:flushed:	-	flushed_face
😁	:grin:	-	grinning_face_with_smiling_eyes
😔	:pensive:	-	pensive_face
😌	:relieved:	#whew	relieved_face
😒	:unamused:	#meh	unamused_face
😞	:disappointed:	#sad	disappointed_face
😣	:persevere:	#struggling	persevering_face
😢	:cry:	#sad,#tear	crying_face
😂	:joy:	#tears	face_with_tears_of_joy
😭	:sob:	#sad,#cry,#bawling	loudly_crying_face
😪	:sleepy:	#tired	sleepy_face
😥	:disappointed_relieved:	#phew,#sweat,#nervous	disappointed_but_relieved_face
😰	:cold_sweat:	#nervous	face_with_open_mouth_and_cold_sweat
😅	:sweat_smile:	#hot	smiling_face_with_open_mouth_and_cold_sweat
😓	:sweat:	-	face_with_cold_sweat
😩	:weary:	#tired	weary_face
😫	:tired_face:	#upset,#whine	tired_face
😨	:fearful:	#scared,#shocked,#oops	fearful_face
😱	:scream:	#horror,#shocked	face_screaming_in_fear
😠	:angry:	#mad,#annoyed	angry_face
😡	:rage:,:pout:	#angry	pouting_face
😤	:triumph:	#smug	face_with_look_of_triumph
😖	:confounded:	-	confounded_face
😆	:laughing:,:satisfied:	#happy,#haha	smiling_face_with_open_mouth_and_tightly-closed_eyes
😋	:yum:	#tongue,#lick	face_savouring_delicious_food
😷	:mask:	#sick,#ill	face_with_medical_mask
😎	:sunglasses:	#cool	smiling_face_with_sunglasses
😴	:sleeping:	#zzz	sleeping_face
😵	:dizzy_face:	-	dizzy_face
😲	:astonished:	#amazed,#gasp	astonished_face
😟	:worried:	#nervous	worried_face
😦	:frowning:	-	frowning_face_with_open_mouth
😧	:anguished:	#stunned	anguished_face
😈	:smiling_imp:	#devil,#evil,#horns	smiling_face_with_horns
👿	:imp:	#angry,#devil,#evil,#horns	imp
😮	:open_mouth:	#surprise,#impressed,#wow	face_with_open_mouth
😬	:grimacing:	-	grimacing_face
😐	:neutral_face:	#meh	neutral_face
😕	:confused:	-	confused_face
😯	:hushed:	#silence,#speechless	hushed_face
😶	:no_mouth:	#mute,#silence	face_without_mouth
😇	:innocent:	#angel	smiling_face_with_halo
😏	:smirk:	#smug	smirking_face
😑	:expressionless:	-	expressionless_face
🤓	:face_with_glasses:	-	face_with_glasses
👲	:man_with_gua_pi_mao:	-	man_with_gua_pi_mao
👳	:man_with_turban:	-	man_with_turban
👮	:cop:	#police,#law	police_officer
👷	:construction_worker:	#helmet	construction_worker
💂	:guardsman:	-	guardsman
👶	:baby:	#child,#newborn	baby
👦	:boy:	#child	boy
👧	:girl:	#child	girl
👨	:man:	#mustache,#father,#dad	man
👩	:woman:	#girls	woman
👴	:older_man:	-	older_man
👵	:older_woman:	-	older_woman
👱	:person_with_blond_hair:	#boy	person_with_blond_hair
👼	:angel:	-	baby_angel
👸	:princess:	#blonde,#crown,#royal	princess
😺	:smiley_cat:	-	smiling_cat_face_with_open_mouth
😸	:smile_cat:	-	grinning_cat_face_with_smiling_eyes
😻	:heart_eyes_cat:	-	smiling_cat_face_with_heart-shaped_eyes
😽	:kissing_cat:	-	kissing_cat_face_with_closed_eyes
😼	:smirk_cat:	-	cat_face_with_wry_smile
🙀	:scream_cat:	#horror	weary_cat_face
😿	:crying_cat_face:	#sad,#tear	crying_cat_face
😹	:joy_cat:	-	cat_face_with_tears_of_joy
😾	:pouting_cat:	-	pouting_cat_face
👹	:japanese_ogre:	#monster	japanese_ogre
👺	:japanese_goblin:	-	japanese_goblin
🙈	:see_no_evil:	#monkey,#blind,#ignore	see-no-evil_monkey
🙉	:hear_no_evil:	#monkey,#deaf	hear-no-evil_monkey
🙊	:speak_no_evil:	#monkey,#mute,#hush	speak-no-evil_monkey
💀	:skull:	#dead,#danger,#poison	skull
👽	:alien:	#ufo	extraterrestrial_alien
💩	:hankey:,:poop:,:shit:	#crap	pile_of_poo
🔥	:fire:	#burn	fire
✨	:sparkles:	#shiny,#celebrate	sparkles
🌟	:star2:	-	glowing_star
💫	:dizzy:	#star	dizzy_symbol
💥	:boom:,:collision:	#explode	collision_symbol
💢	:anger:	#angry	anger_symbol
💦	:sweat_drops:	#water,#workout	splashing_sweat_symbol
💧	:droplet:	#water	droplet
💤	:zzz:	#sleeping	sleeping_symbol
💨	:dash:	#wind,#blow,#fast	dash_symbol
👂	:ear:	#hear,#sound,#listen	ear
👀	:eyes:	#look,#see,#watch	eyes
👃	:nose:	#smell	nose
👅	:tongue:	#taste	tongue
👄	:lips:	#kiss	mouth
👍	:+1:,:thumbsup:	#approve,#ok	thumbs_up_sign
👎	:-1:,:thumbsdown:	#disapprove,#bury	thumbs_down_sign
👌	:ok_hand:	-	ok_hand_sign
👊	:facepunch:,:punch:	#attack	fisted_hand_sign
✊	:fist:	#power	raised_fist
✌️	:v:	#victory,#peace	victory_hand
👋	:wave:	#goodbye	waving_hand_sign
✋	:hand:,:raised_hand:	#highfive,#stop	raised_hand
👐	:open_hands:	-	open_hands_sign
👆	:point_up_2:	-	white_up_pointing_backhand_index
👇	:point_down:	-	white_down_pointing_backhand_index
👉	:point_right:	-	white_right_pointing_backhand_index
👈	:point_left:	-	white_left_pointing_backhand_index
🙌	:raised_hands:	#hooray	person_raising_both_hands_in_celebration
🙏	:pray:	#please,#hope,#wish	person_with_folded_hands
☝️	:point_up:	-	white_up_pointing_index
👏	:clap:	#praise,#applause,#celebrate	clapping_hands_sign
💪	:muscle:	#flex,#bicep,#strong,#workout	flexed_biceps
🚶	:walking:	-	pedestrian
🏃	:runner:,:running:	#exercise,#workout,#marathon	runner
💃	:dancer:	#dress	dancer
👫	:couple:	#date	man_and_woman_holding_hands
👪	:family:	#home,#parents,#child	family
👬	:two_men_holding_hands:	#couple,#date	two_men_holding_hands
👭	:two_women_holding_hands:	#couple,#date	two_women_holding_hands
💏	:couplekiss:	-	kiss
💑	:couple_with_heart:	-	couple_with_heart
👯	:dancers:	#bunny	woman_with_bunny_ears
🙆	:ok_woman:	-	face_with_ok_gesture
🙅	:no_good:,:ng_woman:	#stop,#halt	face_with_no_good_gesture
💁	:information_desk_person:	-	information_desk_person
🙋	:raising_hand:	-	happy_person_raising_one_hand
💆	:massage:	#spa	face_massage
💇	:haircut:	#beauty	haircut
💅	:nail_care:	#beauty,#manicure	nail_polish
👰	:bride_with_veil:	#marriage,#wedding	bride_with_veil
🙎	:person_with_pouting_face:	-	person_with_pouting_face
🙍	:person_frowning:	#sad	person_frowning
🙇	:bow:	#respect,#thanks	person_bowing_deeply
🎩	:tophat:	#hat,#classy	top_hat
👑	:crown:	#king,#queen,#royal	crown
👒	:womans_hat:	-	womans_hat
👟	:athletic_shoe:	#sneaker,#sport,#running	athletic_shoe
👞	:mans_shoe:,:shoe:	-	mans_shoe
👡	:sandal:	#shoe	womans_sandal
👠	:high_heel:	#shoe	high-heeled_shoe
👢	:boot:	-	womans_boots
👕	:shirt:,:tshirt:	-	t-shirt
👔	:necktie:	#shirt,#formal	necktie
👚	:womans_clothes:	-	womans_clothes
👗	:dress:	-	dress
🎽	:running_shirt_with_sash:	#marathon	running_shirt_with_sash
👖	:jeans:	#pants	jeans
👘	:kimono:	-	kimono
👙	:bikini:	#beach	bikini
💼	:briefcase:	#business	briefcase
👜	:handbag:	#bag	handbag
👝	:pouch:	#bag	pouch
👛	:purse:	-	purse
👓	:eyeglasses:	#glasses	eyeglasses
🎀	:ribbon:	-	ribbon
🌂	:closed_umbrella:	#weather,#rain	closed_umbrella
💄	:lipstick:	#makeup	lipstick
💛	:yellow_heart:	#tenderlove	yellow_heart
💙	:blue_heart:	#tenderlove	blue_heart
💜	:purple_heart:	#tenderlove	purple_heart
💚	:green_heart:	#tenderlove	green_heart
❤️	:heart:	#love,#tenderlove	heavy_black_heart
💔	:broken_heart:	-	broken_heart
💗	:heartpulse:	#tenderlove	growing_heart
💓	:heartbeat:	#tenderlove	beating_heart
💕	:two_hearts:	-	two_hearts
💖	:sparkling_heart:	#celebrate	sparkling_heart
💞	:revolving_hearts:	-	revolving_hearts
💘	:cupid:	#love,#heart,#tenderlove	heart_with_arrow
💌	:love_letter:	#email,#envelope	love_letter
💋	:kiss:	#lipstick	kiss_mark
💍	:ring:	#wedding,#marriage,#engaged	ring
💎	:gem:	#diamond	gem_stone
👤	:bust_in_silhouette:	#user	bust_in_silhouette
👥	:busts_in_silhouette:	#users,#group,#team	busts_in_silhouette
💬	:speech_balloon:	#comment	speech_balloon
👣	:footprints:	#feet,#tracks	footprints
💭	:thought_balloon:	#thinking	thought_balloon
🐶	:dog:	#pet,#animal	dog_face
🐺	:wolf:	#animal	wolf_face
🐱	:cat:	#pet,#animal	cat_face
🐭	:mouse:	#animal	mouse_face
🐹	:hamster:	#pet,#animal	hamster_face
🐰	:rabbit:	#bunny,#animal	rabbit_face
🐸	:frog:	#animal	frog_face
🐯	:tiger:	#animal	tiger_face
🐨	:koala:	#animal	koala
🐻	:bear:	#animal	bear_face
🐷	:pig:	#animal	pig_face
🐽	:pig_nose:	#animal	pig_nose
🐮	:cow:	#animal	cow_face
🐗	:boar:	#animal	boar
🐵	:monkey_face:	#animal	monkey_face
🐒	:monkey:	#animal	monkey
🐴	:horse:	#animal	horse_face
🐑	:sheep:	#animal	sheep
🐘	:elephant:	#animal	elephant
🐼	:panda_face:	#animal	panda_face
🤖	:robot_face:	-	robot_face
🐧	:penguin:	#animal	penguin
🐦	:bird:	#animal	bird
🐤	:baby_chick:	#animal	baby_chick
🐥	:hatched_chick:	#animal	front-facing_baby_chick
🐣	:hatching_chick:	#animal	hatching_chick
🐔	:chicken:	#animal	chicken
🐍	:snake:	#animal	snake
🐢	:turtle:	#slow,#animal	turtle
🐛	:bug:	#animal	bug
🐝	:bee:,:honeybee:	#animal	honeybee
🐜	:ant:	#animal	ant
🐞	:beetle:	#bug,#animal	lady_beetle
🐌	:snail:	#slow,#animal	snail
🐙	:octopus:	#animal	octopus
🐚	:shell:	#sea,#beach,#animal	spiral_shell
🐠	:tropical_fish:	#animal	tropical_fish
🐟	:fish:	#animal	fish
🐬	:dolphin:,:flipper:	#animal	dolphin
🐳	:whale:	#sea,#animal	spouting_whale
🐋	:whale2:	#animal	whale
🐄	:cow2:	#animal	cow
🐏	:ram:	#animal	ram
🐀	:rat:	#animal	rat
🐃	:water_buffalo:	#animal	water_buffalo
🐅	:tiger2:	#animal	tiger
🐇	:rabbit2:	#animal	rabbit
🐉	:dragon:	#animal	dragon
🐎	:racehorse:	#speed,#animal	horse
🐐	:goat:	#animal	goat
🐓	:rooster:	#animal	rooster
🐕	:dog2:	#animal	dog
🐖	:pig2:	#animal	pig
🐁	:mouse2:	#animal	mouse
🐂	:ox:	#animal	ox
🐲	:dragon_face:	#animal	dragon_face
🐡	:blowfish:	#animal	blowfish
🐊	:crocodile:	#animal	crocodile
🐫	:camel:	#animal	bactrian_camel
🐪	:dromedary_camel:	#desert,#animal	dromedary_camel
🐆	:leopard:	#animal	leopard
🐈	:cat2:	#animal	cat
🐩	:poodle:	#dog,#animal	poodle
🐾	:feet:,:paw_prints:	#animal	paw_prints
💐	:bouquet:	#flowers,#plant	bouquet
🌸	:cherry_blossom:	#flower,#spring,#plant	cherry_blossom
🌷	:tulip:	#flower,#plant	tulip
🍀	:four_leaf_clover:	#luck,#plant	four_leaf_clover
🌹	:rose:	#flower,#plant	rose
🌻	:sunflower:	#plant	sunflower
🌺	:hibiscus:	#plant	hibiscus
🍁	:maple_leaf:	#canada,#plant	maple_leaf
🍃	:leaves:	#leaf,#plant	leaf_fluttering_in_wind
🍂	:fallen_leaf:	#autumn,#plant	fallen_leaf
🌿	:herb:	#plant	herb
🌾	:ear_of_rice:	#plant	ear_of_rice
🍄	:mushroom:	#plant	mushroom
🌵	:cactus:	#plant	cactus
🌴	:palm_tree:	#plant	palm_tree
🌲	:evergreen_tree:	#wood,#plant	evergreen_tree
🌳	:deciduous_tree:	#wood,#plant	deciduous_tree
🌰	:chestnut:	#plant	chestnut
🌱	:seedling:	#plant,#plant	seedling
🌼	:blossom:	#plant	blossom
🌐	:globe_with_meridians:	#world,#global,#international	globe_with_meridians
🌞	:sun_with_face:	#summer	sun_with_face
🌝	:full_moon_with_face:	-	full_moon_with_face
🌚	:new_moon_with_face:	-	new_moon_with_face
🌑	:new_moon:	-	new_moon_symbol
🌒	:waxing_crescent_moon:	-	waxing_crescent_moon_symbol
🌓	:first_quarter_moon:	-	first_quarter_moon_symbol
